Time (s) Monitor Run,Position (cm) Monitor Run,Velocity (m/s) Monitor Run,Acceleration (m/s²) Monitor Run
3.85,0,3.21E-05,-0.04
3.875,0,0,-0.03
3.9,4.81E-06,0,-6.41E-04
3.925,-0.000172,0,0.02
3.95,-0.000176806,0,0.02
3.975,4.81E-06,3.20E-05,-0.01
4,-0.000172,0,-8.54E-04
4.025,-0.000172,0,0.03
4.05,-0.000172,0,0.05
4.075,-0.000176806,0,0.02
4.1,0,0,-0.01
4.125,0,0,-0.03
4.15,0,0,-0.02
4.175,0,0,-0.01
4.2,0,0,0
4.225,0,0,0
4.25,0,0,0
4.275,0,0,0
4.3,0,0,0
4.325,0,0,0
4.35,0,0,0
4.375,0,0,0
4.4,0,0,0
4.425,0,0,0
4.45,0,0,0
4.475,0,0,0
4.5,0,0,0
4.525,0,0,0
4.55,0,0,0
4.575,0,0,0
4.6,0,0,0
4.625,0,0,0
4.65,0,0,0
4.675,0,0,0
4.7,0,0,0
4.725,0,0,0
4.75,0,0,0
4.775,0,0,0
4.8,0,0,0
4.825,0,0,0
4.85,0,0,0
4.875,0,0,0
4.9,0,0,2.14E-04
4.925,0,0,-0.01
4.95,0,3.21E-05,-0.02
4.975,0,0,-0.01
5,4.81E-06,0,0.01
5.025,-0.000176806,-3.21E-05,0.03
5.05,0,0,0.02
5.075,0,0,-0.01
5.1,0,0,-0.02
5.125,0,0,-0.01
5.15,0,0,-0.03
5.175,0,1.28E-04,-0.19
5.2,0,0,-0.55
5.225,0.000019238,-0.02,-0.95
5.25,-0.000620846,-0.06,-1.12
5.275,-0.003024771,-0.09,-0.93
5.3,-0.005600846,-0.11,-0.52
5.325,-0.00834444,-0.11,-0.12
5.35,-0.011450718,-0.11,0.19
5.375,-0.014217178,-0.1,0.37
5.4,-0.016453759,-0.09,0.36
5.425,-0.01870365,-0.08,0.17
5.45,-0.020419592,-0.08,-0.12
5.475,-0.022298916,-0.09,-0.16
5.5,-0.024694641,-0.1,0.18
5.525,-0.027632409,-0.08,0.54
5.55,-0.030116827,-0.06,0.4
5.575,-0.029361337,-0.05,-0.2
5.6,-0.031413287,-0.07,-0.56
5.625,-0.033998192,-0.1,-0.41
5.65,-0.036406866,-0.1,-0.08
5.675,-0.038823608,-0.09,0.05
5.7,-0.040884111,-0.09,-4.43E-04
5.725,-0.043112797,-0.09,0.02
5.75,-0.045701364,-0.09,0.18
5.775,-0.047941797,-0.09,0.39
5.8,-0.050017721,-0.07,0.57
5.825,-0.051573556,-0.06,0.67
5.85,-0.052788987,-0.04,0.72
5.875,-0.053488261,-0.02,0.72
5.9,-0.053667736,-3.50E-04,0.67
5.925,-0.053506956,0.02,0.58
5.95,-0.052822763,0.03,0.53
5.975,-0.051966619,0.04,0.58
6,-0.050946112,0.05,0.76
6.025,-0.049413671,0.08,1.03
6.05,-0.047193709,0.11,1.34
6.075,-0.044298156,0.14,1.53
6.1,-0.040200159,0.19,1.7
6.125,-0.034900222,0.22,2.21
6.15,-0.028352231,0.28,3.08
6.175,-0.022673607,0.38,3.31
6.2,-0.010376339,0.49,1.52
6.225,0.004615491,0.51,-2.25
6.25,0.017832706,0.38,-6.3
6.275,0.025628,0.15,-8.5
6.3,0.025819719,-0.1,-8.16
6.325,0.019763877,-0.28,-5.95
6.35,0.008864279,-0.4,-2.6
6.375,-0.000107407,-0.43,1.43
6.4,-0.014973653,-0.34,5.53
6.425,-0.021341147,-0.13,8.11
6.45,-0.020987575,0.13,8.01
6.475,-0.01422158,0.32,5.27
6.5,-0.003246605,0.41,1.03
6.525,0.008513072,0.37,-3.28
6.55,0.017623092,0.22,-6.34
6.575,0.02090609,0.01,-7.18
6.6,0.017964083,-0.18,-5.98
6.625,0.009685127,-0.3,-3.45
6.65,0.00201096,-0.36,-0.16
6.675,-0.00834003,-0.33,3.46
6.7,-0.018218666,-0.18,6.31
6.725,-0.018867658,0.04,7.02
6.75,-0.014298495,0.22,5.41
6.775,-0.006992825,0.33,2.24
6.8,0.003544879,0.34,-1.55
6.825,0.012040303,0.25,-4.98
6.85,0.018122059,0.06,-6.78
6.875,0.016211601,-0.14,-5.96
6.9,0.009046453,-0.28,-3.16
6.925,-0.00051044,-0.3,0.14
6.95,-0.006893177,-0.25,2.89
6.975,-0.012799831,-0.15,4.85
7,-0.016791359,0,5.71
7.025,-0.01271997,0.17,4.77
7.05,-0.006616547,0.28,2.16
7.075,0.002714873,0.29,-1.22
7.1,0.010224741,0.21,-4.13
7.125,0.013582919,0.06,-5.59
7.15,0.013932985,-0.11,-5.12
7.175,0.008170572,-0.23,-2.98
7.2,-0.000883465,-0.27,-0.15
7.225,-0.006218773,-0.23,2.43
7.25,-0.011595301,-0.13,4.35
7.275,-0.015587937,4.39E-04,5.18
7.3,-0.011493956,0.16,4.37
7.325,-0.006254202,0.26,1.92
7.35,0.002385727,0.26,-1.37
7.375,0.009375057,0.18,-4.07
7.4,0.012434578,0.03,-5.16
7.425,0.010829849,-0.12,-4.51
7.45,0.005155015,-0.21,-2.5
7.475,-0.00064897,-0.25,0.13
7.5,-0.0082887,-0.21,2.79
7.525,-0.013597074,-0.1,4.67
7.55,-0.013316685,0.05,4.99
7.575,-0.010685008,0.19,3.55
7.6,-0.003490747,0.25,0.9
7.625,0.004698326,0.23,-1.89
7.65,0.008859233,0.14,-3.96
7.675,0.011913426,0.01,-4.88
7.7,0.010480599,-0.12,-4.29
7.725,0.005036944,-0.23,-2.22
7.75,-0.002724305,-0.25,0.66
7.775,-0.010083496,-0.19,3.22
7.8,-0.012533208,-0.07,4.57
7.825,-0.01352039,0.06,4.61
7.85,-0.009626197,0.18,3.28
7.875,-0.003481277,0.25,0.81
7.9,0.004295779,0.23,-2.05
7.925,0.010653956,0.13,-4.17
7.95,0.011053272,-0.01,-4.77
7.975,0.009615044,-0.13,-3.83
8,0.004323824,-0.22,-1.73
8.025,-0.002566446,-0.23,0.96
8.05,-0.00940917,-0.17,3.25
8.075,-0.011338253,-0.04,4.2
8.1,-0.012032465,0.08,3.71
8.125,-0.00574172,0.15,2.36
8.15,-0.003448126,0.2,0.72
8.175,0.003112116,0.2,-1.31
8.2,0.008697254,0.14,-3.39
8.225,0.011402372,0.01,-4.52
8.25,0.009812193,-0.13,-3.88
8.275,0.003610847,-0.21,-1.64
8.3,-0.002418134,-0.21,0.94
8.325,-0.008376943,-0.15,2.85
8.35,-0.010315397,-0.05,3.66
8.375,-0.010565565,0.05,3.49
8.4,-0.007870248,0.14,2.5
8.425,-0.003080668,0.19,0.83
8.45,0.002620739,0.19,-1.16
8.475,0.007331575,0.13,-2.97
8.5,0.009657011,0.03,-3.95
8.525,0.008891687,-0.1,-3.63
8.55,0.004840237,-0.18,-1.91
8.575,-0.002102522,-0.21,0.58
8.6,-0.006958601,-0.15,2.71
8.625,-0.010533386,-0.04,3.61
8.65,-0.009013433,0.06,3.17
8.675,-0.006471633,0.13,1.95
8.7,-0.002536477,0.16,0.45
8.725,0.002134112,0.15,-1.06
8.75,0.005793825,0.1,-2.32
8.775,0.007759857,0.02,-3.07
8.8,0.007136181,-0.06,-2.97
8.825,0.004260147,-0.14,-1.79
8.85,-0.00035273,-0.18,0.27
8.875,-0.006298436,-0.13,2.28
8.9,-0.008818328,-0.04,3.17
8.925,-0.007112669,0.06,2.71
8.95,-0.004905509,0.11,1.53
8.975,-0.001653073,0.13,0.23
9,0.002153513,0.12,-0.97
9.025,0.005120708,0.08,-1.96
9.05,0.006555761,0.01,-2.47
9.075,0.005921913,-0.06,-2.33
9.1,0.003370407,-0.11,-1.54
9.125,-0.000233498,-0.14,-0.12
9.15,-0.004196046,-0.13,1.62
9.175,-0.008079352,-0.06,2.91
9.2,-0.008358123,0.04,2.93
9.225,-0.004566356,0.12,1.72
9.25,-0.001127731,0.13,0.08
9.275,0.002335163,0.11,-1.26
9.3,0.004963458,0.06,-2.06
9.325,0.00587756,-5.38E-04,-2.27
9.35,0.004889604,-0.06,-1.88
9.375,0.002328258,-0.1,-0.92
9.4,-0.000950568,-0.11,0.32
9.425,-0.003899226,-0.09,1.49
9.45,-0.006029377,-0.03,2.21
9.475,-0.00572764,0.04,2.16
9.5,-0.003878631,0.09,1.36
9.525,-0.00042561,0.11,0.12
9.55,0.002516827,0.1,-1.07
9.575,0.004801285,0.05,-1.85
9.6,0.005361498,-0.01,-2.02
9.625,0.004368551,-0.06,-1.59
9.65,0.001974426,-0.1,-0.69
9.675,-0.000960151,-0.1,0.39
9.7,-0.003578837,-0.07,1.33
9.725,-0.004811287,-0.03,1.89
9.75,-0.005035084,0.03,1.88
9.775,-0.003353357,0.08,1.22
9.8,-0.000248866,0.1,0.1
9.825,0.002526544,0.09,-1.03
9.85,0.004462203,0.04,-1.74
9.875,0.004850343,-0.01,-1.83
9.9,0.003675474,-0.06,-1.35
9.925,0.001448571,-0.09,-0.47
9.95,-0.001141778,-0.09,0.51
9.975,-0.003416296,-0.06,1.28
10,-0.004309446,-0.01,1.65
10.025,-0.003993834,0.03,1.52
10.05,-0.002651341,0.07,0.93
10.075,-0.000067309,0.09,0.03
10.1,0.002364292,0.07,-0.9
10.125,0.003946224,0.03,-1.51
10.15,0.004334271,-0.01,-1.6
10.175,0.003149593,-0.05,-1.17
10.2,0.001271684,-0.08,-0.38
10.225,-0.001151353,-0.08,0.5
10.25,-0.00307701,-0.05,1.2
10.275,-0.003793467,-0.01,1.5
10.3,-0.003482655,0.03,1.33
10.325,-0.001954011,0.07,0.73
10.35,0.000286222,0.08,-0.09
10.375,0.002374004,0.06,-0.87
10.4,0.003607119,0.03,-1.35
10.425,0.003813312,-0.02,-1.39
10.45,0.002805518,-0.05,-0.98
10.475,0.00091793,-0.07,-0.27
10.5,-0.001160927,-0.07,0.5
10.525,-0.002732982,-0.04,1.09
10.55,-0.00345422,0,1.32
10.575,-0.002961999,0.03,1.12
10.6,-0.001600548,0.06,0.58
10.625,0.00029585,0.06,-0.14
10.65,0.002034901,0.05,-0.78
10.675,0.003096,0.02,-1.15
10.7,0.003120358,-0.01,-1.15
10.725,0.002279692,-0.04,-0.8
10.75,0.000736238,-0.06,-0.22
10.775,-0.000993686,-0.06,0.44
10.8,-0.002393716,-0.03,0.94
10.825,-0.002938251,0,1.12
10.85,-0.002441322,0.03,0.92
10.875,-0.001247058,0.05,0.44
10.9,0.000305478,0.05,-0.15
10.925,0.001695785,0.04,-0.67
10.95,0.00258,0.02,-0.98
10.975,0.002604306,-0.01,-0.97
11,0.001758754,-0.04,-0.63
11.025,0.000382534,-0.05,-0.11
11.05,-0.001003266,-0.04,0.43
11.075,-0.002054464,-0.02,0.81
11.1,-0.002422282,0,0.91
11.125,-0.001920624,0.03,0.72
11.15,-0.000893539,0.04,0.33
11.175,0.000310293,0.04,-0.14
11.2,0.001528641,0.03,-0.58
11.225,0.002236,0.01,-0.84
11.25,0.002260272,-0.01,-0.81
11.275,0.001409861,-0.03,-0.5
11.3,0.000200879,-0.04,-0.05
11.325,-0.000836038,-0.04,0.38
11.35,-0.00171045,-0.02,0.68
11.375,-0.002078303,0,0.75
11.4,-0.001571888,0.02,0.58
11.425,-0.000716769,0.03,0.24
11.45,0.000319922,0.03,-0.15
11.475,0.001189501,0.03,-0.49
11.5,0.00172,0.01,-0.7
11.525,0.001739376,-0.01,-0.67
11.55,0.001065813,-0.03,-0.37
11.575,-0.000147969,-0.03,0.05
11.6,-0.001022423,-0.03,0.39
11.625,-0.001371218,-0.01,0.55
11.65,-0.001557556,0,0.55
11.675,-0.001223139,0.02,0.41
11.7,-0.000539992,0.03,0.16
11.725,0.000324738,0.03,-0.15
11.75,0.001022341,0.02,-0.42
11.775,0.001380837,0,-0.53
11.8,0.0012185,-0.01,-0.45
11.825,0.000707293,-0.02,-0.22
11.85,0.000019238,-0.02,0.06
11.875,-0.000683205,-0.02,0.27
11.9,-0.000855208,-0.01,0.37
11.925,-0.001041577,0,0.35
11.95,-0.00069759,0.01,0.26
11.975,-0.000358406,0.02,0.1
12,0.000157563,0.02,-0.08
12.025,0.000683177,0.01,-0.26
12.05,0.00086,0,-0.36
12.075,0.000869653,-0.01,-0.33
12.1,0.000535279,-0.02,-0.14
12.125,-0.000162388,-0.02,0.09
12.15,-0.000516,-0.01,0.23
12.175,-0.000516,0,0.23
12.2,-0.000520799,0,0.16
12.225,-0.000348802,0.01,0.09
12.25,-0.000176806,0.01,0.03
12.275,-9.62E-06,0.01,-0.04
12.3,0.000344,0.01,-0.11
12.325,0.000344,0,-0.15
12.35,0.000344,0,-0.13
12.375,0.000353632,-0.01,-0.06
12.4,4.81E-06,-0.01,0.04
12.425,-0.000176806,0,0.09
12.45,0,0,0.06
12.475,0,0,0.01
12.5,0,0,-0.02
12.525,0,0,-0.01
12.55,0,0,2.14E-04
12.575,0,0,-0.01
12.6,0,3.21E-05,-0.03
12.625,0,0,-0.05
12.65,4.81E-06,0,-0.02
12.675,-0.000167194,0,0.05
12.7,-0.000348802,-9.61E-05,0.09
12.725,-0.000176806,0,0.06
12.75,0,0,-0.01
12.775,0,0,-0.05
12.8,0,0,-0.03
12.825,0,0,-0.01
12.85,0,0,2.14E-04
12.875,0,0,-0.01
12.9,0,3.21E-05,-0.02
12.925,0,0,-0.02
12.95,4.81E-06,0,0.01
12.975,-0.000172,0,0.05
13,-0.000176806,0,0.05
13.025,0,0,0.01
13.05,0,0,-0.02
13.075,0,0,-0.02
13.1,0,0,-0.01
13.125,0,0,0
13.15,0,0,0
13.175,0,0,0
13.2,0,0,0
13.225,0,0,0
13.25,0,0,0
13.275,0,0,0
13.3,0,0,0
13.325,0,0,0
13.35,0,0,0
13.375,0,0,0
13.4,0,0,0
13.425,0,0,0
13.45,0,0,-2.14E-04
13.475,0,0,0.01
13.5,0,-3.21E-05,0.02
13.525,0,0,0.02
13.55,-4.81E-06,0,-0.01
13.575,0.000172,0,-0.05
13.6,0.000176813,0,-0.05
13.625,0,0,-0.01
13.65,0,0,0.02
13.675,0,0,0.02
13.7,0,0,0.02
13.725,0,-3.21E-05,0.02
13.75,0,0,0.03
13.775,-4.81E-06,0,0.02
13.8,0.000172,0,-0.01
13.825,0.000172,0,-0.04
13.85,0.000172,3.21E-05,-0.05
13.875,0.000172,0,-0.04
13.9,0.000176813,0,-0.02
13.925,0,0,0.01
13.95,0,0,0.04
13.975,0,-3.21E-05,0.04
14,0,0,0.02
14.025,-4.81E-06,0,-0.01
14.05,0.000176813,0,-0.01
14.075,0,-3.21E-05,0.01
14.1,-4.81E-06,0,8.55E-04
14.125,0.000172,0,-0.03
14.15,0.000176813,0,-0.04
14.175,0,0,-0.01
14.2,0,0,0.02
14.225,0,0,0.02
14.25,0,0,0.01
14.275,0,0,0
14.3,0,0,-2.14E-04
14.325,0,0,0.01
14.35,0,-3.21E-05,0.02
14.375,0,0,0.01
14.4,-4.81E-06,0,-0.01
14.425,0.000176813,3.21E-05,-0.03
14.45,0,0,-0.02
14.475,0,0,0.01
14.5,0,0,0.02
14.525,0,0,0.01
14.55,0,0,-2.14E-04
14.575,0,0,0.01
14.6,0,-3.21E-05,0.02
14.625,0,0,0.03
14.65,-4.81E-06,0,0.01
14.675,0.000172,0,-0.04
14.7,0.000172,6.41E-05,-0.06
14.725,0.000176813,0,-0.04
14.75,0,0,0.01
14.775,0,0,0.03
14.8,0,0,0.03
14.825,0,-3.21E-05,0.03
14.85,0,0,0.03
14.875,-4.81E-06,0,0.02
14.9,0.000172,0,-0.01
14.925,0.000172,0,-0.04
14.95,0.000172,3.21E-05,-0.05
14.975,0.000172,0,-0.04
15,0.000176813,0,-0.02
15.025,0,0,0.01
15.05,0,0,0.03
15.075,0,0,0.03
15.1,0,-3.21E-05,0.03
15.125,0,0,0.03
15.15,-4.81E-06,0,0.02
15.175,0.000172,0,-0.01
15.2,0.000172,0,-0.04
15.225,0.000172,3.21E-05,-0.05
15.25,0.000172,0,-0.04
15.275,0.000176813,0,-0.02
15.3,0,0,0.01
15.325,0,0,0.03
15.35,0,0,0.02
15.375,0,0,0.01
15.4,0,0,-2.14E-04
15.425,0,0,0.01
15.45,0,-3.21E-05,0.02
15.475,0,0,0.01
15.5,-4.81E-06,0,-0.01
15.525,0.000176813,3.21E-05,-0.03
15.55,0,0,-0.02
15.575,0,0,0.01
15.6,0,0,0.02
15.625,0,0,0.01
15.65,0,0,0
15.675,0,0,0
15.7,0,0,0
15.725,0,0,0
15.75,0,0,0
15.775,0,0,0
15.8,0,0,0
15.825,0,0,0
15.85,0,0,0
15.875,0,0,0
15.9,0,0,0
15.925,0,0,0
15.95,0,0,0
15.975,0,0,0
16,0,0,0
16.025,0,0,0
16.05,0,0,0
16.075,0,0,0
16.1,0,0,0
16.125,0,0,0
16.15,0,0,0
16.175,0,0,0
16.2,0,0,0
16.225,0,0,0
16.25,0,0,0
16.275,0,0,0
16.3,0,0,0
16.325,0,0,0
16.35,0,0,0
16.375,0,0,0
16.4,0,0,0
16.425,0,0,0
16.45,0,0,0
16.475,0,0,0
16.5,0,0,0
16.525,0,0,0
16.55,0,0,0
16.575,0,0,0
16.6,0,0,0
16.625,0,0,0
16.65,0,0,0
16.675,0,0,0
16.7,0,0,0
16.725,0,0,0
16.75,0,0,0
16.775,0,0,0
16.8,0,0,0
16.825,0,0,0
16.85,0,0,0
16.875,0,0,0
16.9,0,0,0
16.925,0,0,0
16.95,0,0,
16.975,0,0,
17,0,,
