"Time (s) Monitor Run","Position (cm) Monitor Run","Velocity (m/s) Monitor Run","Acceleration (m/s²) Monitor Run"
2.800,-0.0172000,0.00,0.03
2.825,-0.0176640,0.00,0.02
2.850,0.0000000,0.00,-0.01
2.875,0.0000000,0.00,-0.04
2.900,0.0000000,3.10E-5,-0.04
2.925,0.0000000,0.00,-0.02
2.950,4.6440929E-4,0.00,-0.01
2.975,-0.0176640,0.00,-6.45E-7
3.000,4.6440929E-4,0.00,-4.13E-4
3.025,-0.0172000,0.00,0.01
3.050,-0.0172000,0.00,0.03
3.075,-0.0172000,0.00,0.03
3.100,-0.0176640,0.00,0.01
3.125,4.6440929E-4,0.00,-0.02
3.150,-0.0176640,0.00,-0.01
3.175,4.6440929E-4,-3.10E-5,0.01
3.200,-0.0176640,0.00,0.02
3.225,0.0000000,0.00,6.19E-4
3.250,0.0000000,0.00,-0.02
3.275,0.0000000,3.10E-5,-0.04
3.300,0.0000000,0.00,-0.05
3.325,4.6440929E-4,0.00,-0.04
3.350,-0.0172000,0.00,-0.01
3.375,-0.0167359,0.00,0.04
3.400,-0.0344000,0.00,0.07
3.425,-0.0348637,0.00,0.05
3.450,-0.0172000,0.00,0.01
3.475,-0.0172000,0.00,-0.02
3.500,-0.0172000,0.00,-0.02
3.525,-0.0172000,0.00,-0.01
3.550,-0.0172000,3.09E-5,-0.06
3.575,-0.0172000,-9.30E-4,-0.24
3.600,-0.0167359,-0.01,-0.54
3.625,-0.0316174,-0.03,-0.78
3.650,-0.1325208,-0.05,-0.97
3.675,-0.3213043,-0.07,-1.14
3.700,-0.5272999,-0.11,-1.11
3.725,-0.7410647,-0.14,-0.64
3.750,-1.3513647,-0.15,0.16
3.775,-1.6451590,-0.13,0.78
3.800,-1.8860265,-0.10,0.99
3.825,-2.1268939,-0.08,0.83
3.850,-2.3752676,-0.05,0.42
3.875,-2.2993606,-0.05,-0.03
3.900,-2.5234328,-0.06,-0.17
3.925,-2.7311120,-0.07,0.03
3.950,-2.8867533,-0.06,0.27
3.975,-3.0071702,-0.05,0.34
4.000,-3.1279890,-0.04,0.32
4.025,-3.2316012,-0.04,0.38
4.050,-3.3188040,-0.02,0.48
4.075,-3.3536027,-0.01,0.74
4.100,-3.3715970,0.00,1.47
4.125,-3.3567809,0.05,2.81
4.150,-3.2443868,0.14,4.28
4.175,-2.7912630,0.28,4.86
4.200,-1.8724214,0.42,3.60
4.225,-0.5866134,0.50,0.62
4.250,0.7929424,0.46,-2.91
4.275,1.9820949,0.33,-5.65
4.300,2.4357295,0.15,-7.03
4.325,2.6768767,-0.04,-7.29
4.350,2.3308619,-0.23,-6.33
4.375,1.4626494,-0.39,-4.04
4.400,0.2420623,-0.45,-0.83
4.425,-1.0791019,-0.42,2.34
4.450,-1.9248603,-0.32,4.77
4.475,-2.6946529,-0.17,6.49
4.500,-2.9489030,0.01,7.27
4.525,-2.6349850,0.22,6.55
4.550,-1.7844098,0.38,4.18
4.575,-0.5839014,0.44,0.89
4.600,0.6989594,0.42,-2.25
4.625,1.5434082,0.32,-4.79
4.650,2.3153608,0.17,-6.67
4.675,2.5559104,-0.03,-7.36
4.700,2.2321426,-0.24,-6.34
4.725,1.2013478,-0.38,-3.67
4.750,0.0800260,-0.43,-0.43
4.775,-0.9700100,-0.39,2.40
4.800,-2.0534167,-0.29,4.55
4.825,-2.4865360,-0.15,5.98
4.850,-2.8105392,0.02,6.53
4.875,-2.5306480,0.20,5.67
4.900,-1.7307360,0.33,3.50
4.925,-0.6083162,0.38,0.82
4.950,0.2860939,0.36,-1.62
4.975,1.1481560,0.29,-3.74
5.000,1.9193610,0.18,-5.60
5.025,2.1753265,0.00,-6.61
5.050,1.9136149,-0.19,-6.09
5.075,1.1826593,-0.33,-3.86
5.100,0.1172719,-0.40,-0.70
5.125,-1.0455560,-0.36,2.24
5.150,-1.8645494,-0.26,4.23
5.175,-2.2804806,-0.14,5.36
5.200,-2.5853650,0.01,5.77
5.225,-2.3739107,0.17,5.04
5.250,-1.6594415,0.29,3.09
5.275,-0.6386200,0.33,0.67
5.300,0.1003445,0.31,-1.40
5.325,0.8412322,0.26,-3.13
5.350,1.5238717,0.16,-4.66
5.375,1.7780995,0.01,-5.52
5.400,1.5648537,-0.14,-4.95
5.425,0.9869228,-0.27,-2.97
5.450,0.1461027,-0.30,-0.70
5.475,-0.8161904,-0.28,0.95
5.500,-1.1700420,-0.24,2.26
5.525,-1.8249956,-0.19,4.07
5.550,-2.4633362,-0.05,5.52
5.575,-2.3261118,0.15,5.02
5.600,-1.4476306,0.25,2.71
5.625,-0.6449785,0.26,0.41
5.650,-0.3306582,0.24,-0.89
5.675,0.4659673,0.22,-2.05
5.700,1.0419214,0.16,-3.50
5.725,1.3101436,0.03,-4.48
5.750,1.2162181,-0.10,-4.07
5.775,0.7932106,-0.19,-2.52
5.800,0.1013921,-0.23,-0.76
5.825,-0.4702251,-0.22,0.67
5.850,-0.8973135,-0.19,1.91
5.875,-1.4554706,-0.13,3.08
5.900,-1.7234394,-0.02,3.61
5.925,-1.5940780,0.08,3.16
5.950,-1.1259539,0.14,2.13
5.975,-0.8204957,0.18,1.14
6.000,-0.3613726,0.20,0.10
6.025,0.2969009,0.20,-1.28
6.050,0.7682428,0.14,-2.57
6.075,0.9789481,0.05,-3.26
6.100,1.0407339,-0.04,-3.27
6.125,0.7300640,-0.12,-2.78
6.150,0.4656748,-0.19,-1.75
6.175,-0.2070307,-0.22,-0.03
6.200,-0.8316058,-0.20,1.76
6.225,-1.2688488,-0.11,2.79
6.250,-1.4310862,-0.03,2.89
6.275,-1.2908772,0.03,2.73
6.300,-1.2635043,0.09,2.69
6.325,-0.9615809,0.17,2.09
6.350,-0.3645699,0.23,0.53
6.375,0.4191260,0.21,-1.43
6.400,0.8217533,0.14,-2.84
6.425,0.9573974,0.05,-3.47
6.450,1.1793597,-0.04,-3.50
6.475,0.8395545,-0.13,-2.75
6.500,0.3423512,-0.20,-1.41
6.525,-0.2270042,-0.20,0.09
6.550,-0.7478111,-0.18,1.44
6.575,-1.0888492,-0.14,2.65
6.600,-1.5682312,-0.05,3.55
6.625,-1.4535066,0.06,3.62
6.650,-1.1131798,0.15,2.81
6.675,-0.6327523,0.21,1.38
6.700,-0.1239864,0.23,-0.39
6.725,0.6617249,0.19,-2.11
6.750,0.9942100,0.11,-3.19
6.775,1.1204340,0.01,-3.35
6.800,1.0402485,-0.07,-2.95
6.825,0.7515858,-0.13,-2.33
6.850,0.3232551,-0.19,-1.34
6.875,-0.1693765,-0.22,0.23
6.900,-0.9198800,-0.19,2.13
6.925,-1.2701660,-0.11,3.56
6.950,-1.3786210,0.01,3.87
6.975,-1.2881523,0.11,3.00
7.000,-0.6820690,0.17,1.46
7.025,-0.2527430,0.19,0.04
7.050,0.1951607,0.16,-1.01
7.075,0.6115739,0.13,-1.92
7.100,0.8910245,0.08,-2.79
7.125,1.0177085,-0.02,-3.24
7.150,0.9280207,-0.11,-2.74
7.175,0.3381079,-0.17,-1.46
7.200,-0.0739641,-0.18,0.06
7.225,-0.5223051,-0.16,1.42
7.250,-0.9388700,-0.11,2.37
7.275,-1.2269182,-0.03,2.67
7.300,-1.0002664,0.04,2.32
7.325,-0.9010957,0.09,1.75
7.350,-0.6467837,0.12,1.04
7.375,-0.2522839,0.15,0.01
7.400,0.1789045,0.13,-1.11
7.425,0.5690273,0.08,-1.83
7.450,0.5131520,0.03,-1.95
7.475,0.6215842,-0.02,-1.92
7.500,0.5403281,-0.06,-1.68
7.525,0.2855424,-0.12,-0.98
7.550,-0.0925614,-0.12,0.03
7.575,-0.4974366,-0.10,0.82
7.600,-0.5440507,-0.07,1.19
7.625,-0.7885082,-0.04,1.55
7.650,-0.8966323,0.00,1.80
7.675,-0.8151215,0.06,1.55
7.700,-0.5594642,0.09,0.87
7.725,-0.2082409,0.10,0.21
7.750,-0.1468293,0.09,-0.23
7.775,0.1998424,0.09,-0.84
7.800,0.4448335,0.06,-1.58
7.825,0.5355756,0.00,-1.92
7.850,0.4538287,-0.06,-1.56
7.875,0.2138988,-0.08,-0.83
7.900,-0.0660215,-0.09,-0.27
7.925,-0.1632384,-0.09,0.16
7.950,-0.4928910,-0.09,0.79
7.975,-0.7201500,-0.06,1.39
8.000,-0.8106409,0.00,1.59
8.025,-0.7277981,0.03,1.36
8.050,-0.5164541,0.06,1.05
8.075,-0.5083389,0.08,0.73
8.100,-0.1459067,0.10,0.03
8.125,0.1663873,0.10,-0.81
8.150,0.3769842,0.05,-1.33
8.175,0.4323652,0.02,-1.44
8.200,0.3411727,-0.01,-1.47
8.225,0.4557233,-0.06,-1.46
8.250,0.1469468,-0.10,-0.93
8.275,-0.1990333,-0.12,-0.03
8.300,-0.4761415,-0.09,0.75
8.325,-0.6866480,-0.07,1.21
8.350,-0.7346532,-0.04,1.54
8.375,-0.9328117,0.01,1.85
8.400,-0.7811804,0.07,1.80
8.425,-0.5074308,0.11,1.26
8.450,-0.1798337,0.13,0.31
8.475,0.1073367,0.13,-0.87
8.500,0.6000944,0.09,-1.93
8.525,0.6727114,0.02,-2.36
8.550,0.6072420,-0.05,-2.02
8.575,0.4203649,-0.09,-1.25
8.600,0.1455443,-0.11,-0.40
8.625,-0.1474168,-0.11,0.39
8.650,-0.4249851,-0.09,1.12
8.675,-0.6178439,-0.05,1.61
8.700,-0.6726038,0.00,1.75
8.725,-0.6069749,0.05,1.52
8.750,-0.4196401,0.08,1.00
8.775,-0.1621785,0.10,0.32
8.800,0.1138665,0.10,-0.38
8.825,0.3564847,0.08,-1.14
8.850,0.5312999,0.05,-1.86
8.875,0.6039059,-0.02,-2.18
8.900,0.5465092,-0.08,-1.63
8.925,0.0581179,-0.12,-0.34
8.950,-0.1822887,-0.10,0.76
8.975,-0.4476554,-0.06,1.12
9.000,-0.4272649,-0.03,0.93
9.025,-0.5318387,-0.02,0.86
9.050,-0.5861580,0.00,1.05
9.075,-0.5372829,0.04,1.16
9.100,-0.3843373,0.07,0.79
9.125,-0.1617175,0.09,-0.05
9.150,0.0971375,0.07,-0.88
9.175,0.3310392,0.03,-1.21
9.200,0.1705966,0.00,-1.06
9.225,0.2250067,-0.02,-0.76
9.250,0.1762113,-0.04,-0.45
9.275,0.0227783,-0.05,-0.18
9.300,-0.1910423,-0.04,-0.03
9.325,-0.1148548,-0.04,0.02
9.350,-0.3226785,-0.05,0.29
9.375,-0.4802356,-0.04,0.82
9.400,-0.5345611,0.00,1.09
9.425,-0.4852376,0.04,0.80
9.450,-0.3494889,0.04,0.27
9.475,-0.1348298,0.04,0.01
9.500,-0.2463137,0.04,0.00
9.525,-0.0381091,0.04,-0.12
9.550,0.1018007,0.04,-0.36
9.575,0.1562026,0.02,-0.59
9.600,0.0994689,0.01,-0.80
9.625,0.2445543,-0.02,-0.96
9.650,0.1087989,-0.05,-0.80
9.675,-0.0981132,-0.07,-0.19
9.700,-0.2891897,-0.06,0.53
9.725,-0.4114315,-0.03,0.85
9.750,-0.4653102,-0.01,0.73
9.775,-0.4318231,0.00,0.54
9.800,-0.3589139,0.01,0.55
9.825,-0.4522089,0.03,0.74
9.850,-0.2625915,0.05,0.73
9.875,-0.0897008,0.08,0.26
9.900,0.0422951,0.07,-0.58
9.925,0.3965447,0.04,-1.36
9.950,0.3640301,0.00,-1.54
9.975,0.2622268,-0.05,-1.12
10.000,0.1083322,-0.06,-0.43
10.025,-0.0818351,-0.06,0.04
10.050,-0.2375825,-0.05,0.33
10.075,-0.3593711,-0.05,0.78
10.100,-0.4236170,-0.03,1.33
10.125,-0.6807173,0.02,1.51
10.150,-0.2969846,0.07,0.95
10.175,-0.1250190,0.08,0.10
10.200,0.0478771,0.06,-0.49
10.225,0.1863912,0.05,-0.72
10.250,0.2909893,0.03,-0.83
10.275,0.3449426,0.00,-1.06
10.300,0.3119532,-0.02,-1.22
10.325,0.2278206,-0.06,-0.96
10.350,0.0799840,-0.09,-0.07
10.375,-0.3407969,-0.07,0.95
10.400,-0.4689502,-0.02,1.28
10.425,-0.2919414,0.01,0.87
10.450,-0.3100582,0.02,0.42
10.475,-0.2946925,0.02,0.34
10.500,-0.2091613,0.04,0.38
10.525,-0.1068981,0.05,0.07
10.550,0.0311448,0.05,-0.55
10.575,0.1529302,0.02,-1.00
10.600,0.2306352,-0.02,-0.95
10.625,-0.0334725,-0.04,-0.34
10.650,-0.0669478,-0.04,0.31
10.675,-0.1348298,-0.01,0.53
10.700,-0.2458543,0.00,0.28
10.725,-0.0492829,0.00,-0.12
10.750,-0.1352915,-0.01,-0.16
10.775,-0.2231401,-0.02,0.14
10.800,-0.2412596,0.00,0.46
10.825,-0.2249797,0.01,0.39
10.850,-0.1743046,0.03,-0.04
10.875,-0.0883132,0.01,-0.40
10.900,0.0060388,-0.01,-0.36
10.925,-0.2254396,-0.01,0.11
10.950,-0.1557226,0.00,0.50
10.975,-0.1199380,0.02,0.43
11.000,-0.1445226,0.03,-0.06
11.025,0.1222674,0.02,-0.60
11.050,0.0539274,-0.01,-0.68
11.075,-0.0325450,-0.03,-0.34
11.100,-0.1018129,-0.02,0.12
11.125,-0.1538774,-0.02,0.25
11.150,-0.1896606,0.00,0.02
11.175,-0.1729219,-0.01,-0.17
11.200,-0.1306732,-0.02,0.13
11.225,-0.3974258,-0.02,0.81
11.250,-0.3286313,0.02,1.08
11.275,-0.2671811,0.06,0.52
11.300,0.0850678,0.06,-0.43
11.325,0.1204000,0.03,-0.92
11.350,0.1213337,-0.01,-0.77
11.375,0.0873984,-0.01,-0.40
11.400,0.0357953,-0.02,-0.25
11.425,-0.0158077,-0.02,-0.37
11.450,-0.0674108,-0.04,-0.37
11.475,-0.1120811,-0.05,0.13
11.500,-0.4300000,-0.04,0.99
11.525,-0.4309116,0.01,1.38
11.550,-0.4047261,0.05,0.89
11.575,-0.0529900,0.06,-0.06
11.600,-9.2876285E-4,0.04,-0.61
11.625,0.0334699,0.01,-0.58
11.650,0.0688000,0.01,-0.36
11.675,0.0688000,0.00,-0.37
11.700,0.0692658,-0.01,-0.62
11.725,0.0529964,-0.03,-0.69
11.750,0.0088270,-0.05,-0.19
11.775,-0.3258842,-0.05,0.74
11.800,-0.3607428,-0.01,1.26
11.825,-0.3861635,0.04,0.90
11.850,-0.0869253,0.04,0.04
11.875,-0.0520634,0.03,-0.47
11.900,-0.0344000,0.01,-0.41
11.925,-0.0348637,0.00,-0.16
11.950,-0.0176640,0.00,-0.17
11.975,0.0000000,0.00,-0.46
12.000,0.0000000,-0.02,-0.61
12.025,0.0083622,-0.04,-0.32
12.050,-0.3096000,-0.04,0.38
12.075,-0.3096000,-0.02,0.95
12.100,-0.3096000,0.02,0.97
12.125,-0.3173869,0.04,0.45
12.150,-0.0176640,0.04,-0.24
12.175,0.0000000,0.02,-0.56
12.200,0.0000000,6.19E-5,-0.46
12.225,4.6440929E-4,0.00,-0.30
12.250,-0.0172000,0.00,-0.39
12.275,-0.0172000,-0.02,-0.52
12.300,-0.0093084,-0.04,-0.29
12.325,-0.3091418,-0.04,0.37
12.350,-0.3268000,-0.02,0.95
12.375,-0.3268000,0.02,0.99
12.400,-0.3350386,0.04,0.45
12.425,-0.0172000,0.04,-0.26
12.450,-0.0172000,0.02,-0.55
12.475,-0.0172000,-3.09E-5,-0.40
12.500,-0.0172000,0.00,-0.13
12.525,-0.0176640,0.00,-0.15
12.550,4.6440929E-4,5.88E-4,-0.44
12.575,-0.0172000,-0.02,-0.58
12.600,-0.0088440,-0.04,-0.15
12.625,-0.3268000,-0.04,0.69
12.650,-0.3268000,0.00,1.12
12.675,-0.3350386,0.04,0.71
12.700,-0.0172000,0.04,-0.13
12.725,-0.0172000,0.02,-0.55
12.750,-0.0172000,0.00,-0.42
12.775,-0.0172000,0.00,-0.14
12.800,-0.0172000,0.00,-0.11
12.825,-0.0172000,4.64E-4,-0.36
12.850,-0.0172000,-0.02,-0.53
12.875,-0.0102371,-0.04,-0.19
12.900,-0.2738232,-0.04,0.59
12.925,-0.3272579,0.00,1.06
12.950,-0.3173869,0.04,0.72
12.975,-0.0172000,0.04,-0.09
13.000,-0.0176640,0.02,-0.54
13.025,4.6440929E-4,3.09E-5,-0.44
13.050,-0.0172000,0.00,-0.15
13.075,-0.0172000,0.00,-0.12
13.100,-0.0172000,5.26E-4,-0.38
13.125,-0.0172000,-0.02,-0.54
13.150,-0.0093084,-0.04,-0.25
13.175,-0.3091418,-0.04,0.49
13.200,-0.3268000,-0.01,1.02
13.225,-0.3304623,0.03,0.89
13.250,-0.1938052,0.04,0.22
13.275,-0.0176640,0.03,-0.39
13.300,0.0000000,0.01,-0.53
13.325,4.6440929E-4,0.00,-0.33
13.350,-0.0172000,0.00,-0.07
13.375,-0.0176640,0.00,-0.12
13.400,4.6440929E-4,5.88E-4,-0.42
13.425,-0.0172000,-0.02,-0.55
13.450,-0.0088440,-0.04,-0.12
13.475,-0.3268000,-0.04,0.72
13.500,-0.3277157,0.00,1.11
13.525,-0.2997345,0.04,0.67
13.550,-0.0176640,0.04,-0.17
13.575,0.0000000,0.02,-0.58
13.600,4.6440929E-4,0.00,-0.42
13.625,-0.0172000,0.00,-0.12
13.650,-0.0176640,0.00,-0.12
13.675,4.6440929E-4,5.88E-4,-0.42
13.700,-0.0172000,-0.02,-0.57
13.725,-0.0088440,-0.04,-0.15
13.750,-0.3268000,-0.04,0.69
13.775,-0.3268000,0.00,1.12
13.800,-0.3350386,0.04,0.71
13.825,-0.0172000,0.04,-0.13
13.850,-0.0172000,0.02,-0.55
13.875,-0.0172000,0.00,-0.42
13.900,-0.0172000,0.00,-0.14
13.925,-0.0172000,0.00,-0.13
13.950,-0.0172000,5.57E-4,-0.41
13.975,-0.0172000,-0.02,-0.56
14.000,-0.0088440,-0.04,-0.17
14.025,-0.3268000,-0.04,0.66
14.050,-0.3268000,0.00,1.10
14.075,-0.3345810,0.04,0.72
14.100,-0.0348637,0.04,-0.10
14.125,-0.0172000,0.02,-0.54
14.150,-0.0172000,0.00,-0.43
14.175,-0.0172000,0.00,-0.15
14.200,-0.0172000,0.00,-0.12
14.225,-0.0172000,4.64E-4,-0.36
14.250,-0.0172000,-0.02,-0.53
14.275,-0.0102371,-0.04,-0.31
14.300,-0.2738232,-0.04,0.37
14.325,-0.3268000,-0.02,0.95
14.350,-0.3286313,0.02,0.94
14.375,-0.2644276,0.04,0.35
14.400,-0.0172000,0.04,-0.31
14.425,-0.0172000,0.02,-0.52
14.450,-0.0172000,0.00,-0.36
14.475,-0.0172000,0.00,-0.12
14.500,-0.0172000,6.19E-5,-0.16
14.525,-0.0172000,0.00,-0.43
14.550,-0.0162719,-0.02,-0.53
14.575,-0.0441837,-0.04,-0.10
14.600,-0.3268000,-0.04,0.71
14.625,-0.3268000,0.00,1.10
14.650,-0.3350386,0.04,0.68
14.675,-0.0172000,0.04,-0.14
14.700,-0.0172000,0.02,-0.55
14.725,-0.0172000,0.00,-0.42
14.750,-0.0172000,0.00,-0.14
14.775,-0.0172000,0.00,-0.13
14.800,-0.0172000,5.57E-4,-0.41
14.825,-0.0172000,-0.02,-0.56
14.850,-0.0088440,-0.04,-0.16
14.875,-0.3268000,-0.04,0.68
14.900,-0.3268000,0.00,1.11
14.925,-0.3350386,0.04,0.71
14.950,-0.0172000,0.04,-0.13
14.975,-0.0172000,0.02,-0.55
15.000,-0.0172000,0.00,-0.42
15.025,-0.0172000,0.00,-0.14
15.050,-0.0172000,0.00,-0.12
15.075,-0.0172000,5.26E-4,-0.39
15.100,-0.0172000,-0.02,-0.55
15.125,-0.0093084,-0.04,-0.18
15.150,-0.3091418,-0.04,0.63
15.175,-0.3268000,0.00,1.09
15.200,-0.3345810,0.04,0.73
15.225,-0.0348637,0.04,-0.08
15.250,-0.0172000,0.02,-0.53
15.275,-0.0172000,0.00,-0.43
15.300,-0.0172000,0.00,-0.15
15.325,-0.0172000,0.00,-0.13
15.350,-0.0172000,5.26E-4,-0.39
15.375,-0.0172000,-0.02,-0.55
15.400,-0.0093084,-0.04,-0.30
15.425,-0.3091418,-0.04,0.38
15.450,-0.3268000,-0.02,0.96
15.475,-0.3272579,0.02,0.97
15.500,-0.3173869,0.04,0.42
15.525,-0.0172000,0.04,-0.28
15.550,-0.0172000,0.02,-0.55
15.575,-0.0172000,0.00,-0.40
15.600,-0.0172000,0.00,-0.14
15.625,-0.0172000,6.19E-5,-0.16
15.650,-0.0172000,0.00,-0.43
15.675,-0.0162719,-0.02,-0.53
15.700,-0.0441837,-0.04,-0.10
15.725,-0.3268000,-0.04,0.71
15.750,-0.3268000,0.00,1.10
15.775,-0.3350386,0.04,0.68
15.800,-0.0172000,0.04,-0.14
15.825,-0.0172000,0.02,-0.55
15.850,-0.0172000,0.00,-0.42
15.875,-0.0172000,0.00,-0.14
15.900,-0.0172000,0.00,-0.13
15.925,-0.0172000,5.57E-4,-0.41
15.950,-0.0172000,-0.02,-0.56
15.975,-0.0088440,-0.04,-0.16
16.000,-0.3268000,-0.04,0.68
16.025,-0.3268000,0.00,1.11
16.050,-0.3350386,0.04,0.71
16.075,-0.0172000,0.04,-0.13
16.100,-0.0172000,0.02,-0.55
16.125,-0.0172000,0.00,-0.42
16.150,-0.0172000,0.00,-0.14
16.175,-0.0172000,0.00,-0.13
16.200,-0.0172000,5.57E-4,-0.41
16.225,-0.0172000,-0.02,-0.56
16.250,-0.0088440,-0.04,-0.17
16.275,-0.3268000,-0.04,0.65
16.300,-0.3268000,0.00,1.10
16.325,-0.3341235,0.04,0.74
16.350,-0.0525267,0.04,-0.06
16.375,-0.0172000,0.02,-0.52
16.400,-0.0172000,0.00,-0.44
16.425,-0.0172000,0.00,-0.17
16.450,-0.0172000,0.00,-0.02
16.475,-0.0172000,3.09E-5,-0.15
16.500,-0.0172000,-5.90E-4,-0.42
16.525,-0.0167359,-0.02,-0.53
16.550,-0.0265142,-0.04,-0.10
16.575,-0.3268000,-0.04,0.71
16.600,-0.3277157,0.00,1.07
16.625,-0.2997345,0.04,0.63
16.650,-0.0172000,0.04,-0.17
16.675,-0.0172000,0.02,-0.54
16.700,-0.0172000,0.00,-0.39
16.725,-0.0172000,0.00,-0.12
16.750,-0.0172000,0.00,-0.13
16.775,-0.0172000,5.57E-4,-0.41
16.800,-0.0172000,-0.02,-0.55
16.825,-0.0088440,-0.04,-0.14
16.850,-0.3268000,-0.04,0.69
16.875,-0.3272579,7.05E-5,1.10
16.900,-0.3173869,0.04,0.68
16.925,-0.0172000,0.04,-0.14
16.950,-0.0172000,0.02,-0.55
16.975,-0.0172000,0.00,-0.40
17.000,-0.0172000,0.00,-0.13
17.025,-0.0172000,0.00,-0.13
17.050,-0.0172000,5.57E-4,-0.41
17.075,-0.0172000,-0.02,-0.56
17.100,-0.0088440,-0.04,-0.16
17.125,-0.3268000,-0.04,0.68
17.150,-0.3268000,0.00,1.11
17.175,-0.3350386,0.04,0.71
17.200,-0.0172000,0.04,-0.13
17.225,-0.0172000,0.02,-0.55
17.250,-0.0172000,0.00,-0.42
17.275,-0.0172000,0.00,-0.14
17.300,-0.0172000,0.00,-0.12
17.325,-0.0172000,5.26E-4,-0.39
17.350,-0.0172000,-0.02,-0.55
17.375,-0.0093084,-0.04,-0.24
